state_name,old_district,old_district_total_area_sqkm,new_district,new_district_total_area_sqkm,intersection_area_sqkm,weight_old_to_new,weight_new_to_old
Andaman and Nicobar,Nicobar Islands,1726.8,Nicobars,1777.89,1527.39,1.0,1.0
Andaman and Nicobar,North and Middle Andaman,3406.53,North  & Middle Andaman,3457.34,3310.86,1.0,1.0
Andaman and Nicobar,South Andaman,2477.54,South Andaman,2532.59,2387.05,1.0,1.0
Andhra Pradesh,Anantapur,19226.52,Anantpur,10186.23,10051.32,0.535022,1.0
Andhra Pradesh,Anantapur,19226.52,Sri Sathya sai,8942.31,8735.42,0.464978,1.0
Andhra Pradesh,Chittoor,15168.79,Chittoor,6695.41,6530.23,0.445622,1.0
Andhra Pradesh,Chittoor,15168.79,Tirupati,8486.88,4431.71,0.30242,0.549626
Andhra Pradesh,Chittoor,15168.79,Annamayya,9014.22,3692.24,0.251958,0.415806
Andhra Pradesh,East Godavari,10754.82,Alluri Sitharama Raju,12680.4,3931.32,0.369047,0.380827
Andhra Pradesh,East Godavari,10754.82,Kakinada,3053.39,2998.17,0.281449,1.0
Andhra Pradesh,East Godavari,10754.82,Konaseema,2384.08,2338.76,0.219548,1.0
Andhra Pradesh,East Godavari,10754.82,East Godavari,2604.58,1384.37,0.129956,0.531513
Andhra Pradesh,Guntur,11410.92,Palnadu,7300.69,7160.74,0.633818,1.0
Andhra Pradesh,Guntur,11410.92,Guntur,2421.62,2415.58,0.21381,1.0
Andhra Pradesh,Guntur,11410.92,Bapatla,3879.54,1721.46,0.152372,0.449335
Andhra Pradesh,Krishna,8616.1,Krishna,3830.17,3748.98,0.444373,1.0
Andhra Pradesh,Krishna,8616.1,NTR,3288.83,3131.34,0.371163,1.0
Andhra Pradesh,Krishna,8616.1,Eluru,6585.73,1556.24,0.184464,0.26291
Andhra Pradesh,Kurnool,17778.4,Nandyal,9723.45,9631.59,0.551605,1.0
Andhra Pradesh,Kurnool,17778.4,Kurnool,7941.59,7829.43,0.448395,1.0
Andhra Pradesh,Nellore,13017.83,Sri Potti Sriramulu Nell*,10390.61,9104.56,0.714869,0.876839
Andhra Pradesh,Nellore,13017.83,Tirupati,8486.88,3631.42,0.285131,0.450374
Andhra Pradesh,Prakasam,17795.62,Prakasam,14271.8,14206.93,0.807421,1.0
Andhra Pradesh,Prakasam,17795.62,Bapatla,3879.54,2109.67,0.119899,0.550665
Andhra Pradesh,Prakasam,17795.62,Sri Potti Sriramulu Nell*,10390.61,1278.83,0.07268,0.123161
Andhra Pradesh,Srikakulam,6276.35,Srikakulam,4437.87,4305.97,0.692778,1.0
Andhra Pradesh,Srikakulam,6276.35,Vizianagaram,3952.3,1043.43,0.167875,0.267119
Andhra Pradesh,Srikakulam,6276.35,Parvathipuram Manyam,3595.84,866.11,0.139347,0.252738
Andhra Pradesh,Visakhapatnam,11371.9,Alluri Sitharama Raju,12680.4,6391.78,0.568539,0.619173
Andhra Pradesh,Visakhapatnam,11371.9,Anakapalli,4030.84,3967.15,0.352872,1.0
Andhra Pradesh,Visakhapatnam,11371.9,Visakhapatnam,994.74,883.54,0.07859,1.0
Andhra Pradesh,Vizianagaram,5726.04,Vizianagaram,3952.3,2862.8,0.527841,0.732881
Andhra Pradesh,Vizianagaram,5726.04,Parvathipuram Manyam,3595.84,2560.81,0.472159,0.747262
Andhra Pradesh,West Godavari,7757.04,Eluru,6585.73,4363.03,0.568433,0.73709
Andhra Pradesh,West Godavari,7757.04,West Godavari,2125.17,2092.3,0.272593,1.0
Andhra Pradesh,West Godavari,7757.04,East Godavari,2604.58,1220.21,0.158974,0.468487
Andhra Pradesh,Y.S.R.,15149.7,Y.S.R.,10119.78,9795.56,0.653776,1.0
Andhra Pradesh,Y.S.R.,15149.7,Annamayya,9014.22,5187.48,0.346224,0.584194
Arunachal Pradesh,Anjaw,6519.43,Anjaw,6015.17,5910.38,0.92651,1.0
Arunachal Pradesh,Anjaw,6519.43,Lohit,3054.57,468.81,0.07349,0.155629
Arunachal Pradesh,Changlang,5036.13,Changlang,4948.16,4768.45,1.0,1.0
Arunachal Pradesh,Dibang Valley,7514.14,Upper Dibang Valley,9577.08,7387.85,1.0,0.782233
Arunachal Pradesh,East Kameng,4091.64,East Kameng,4410.39,2200.91,0.540128,0.502764
Arunachal Pradesh,East Kameng,4091.64,Pakke Kessang,1909.89,1873.88,0.459872,1.0
Arunachal Pradesh,East Siang,3616.94,East Siang,1680.0,1608.61,0.452336,1.0
Arunachal Pradesh,East Siang,3616.94,Siang,3450.89,1425.34,0.400799,0.437165
Arunachal Pradesh,East Siang,3616.94,Lower Siang,1813.47,522.29,0.146865,0.292626
Arunachal Pradesh,Kurung Kumey,5721.83,Kurung Kumey,4444.16,4254.78,0.76269,1.0
Arunachal Pradesh,Kurung Kumey,5721.83,Kra Daadi,1760.27,1323.87,0.23731,0.758468
Arunachal Pradesh,Lohit,3440.26,Lohit,3054.57,2543.52,0.745511,0.844371
Arunachal Pradesh,Lohit,3440.26,Namsai,1341.85,868.26,0.254489,0.673522
Arunachal Pradesh,Longding,933.52,Longding,936.08,874.96,1.0,1.0
Arunachal Pradesh,Lower Dibang Valley,5564.18,Lower Dibang Valley,3540.68,3481.18,0.628611,1.0
Arunachal Pradesh,Lower Dibang Valley,5564.18,Upper Dibang Valley,9577.08,2056.71,0.371389,0.217767
Arunachal Pradesh,Lower Subansiri,3788.27,Lower Subansiri,1942.53,1772.5,0.497455,1.0
Arunachal Pradesh,Lower Subansiri,3788.27,Kamle,1378.99,1369.06,0.384228,1.0
Arunachal Pradesh,Lower Subansiri,3788.27,Kra Daadi,1760.27,421.58,0.118317,0.241532
Arunachal Pradesh,Namsai,424.85,Namsai,1341.85,420.87,1.0,0.326478
Arunachal Pradesh,Papum Pare,3532.51,Papum Pare,3446.48,3341.35,1.0,1.0
Arunachal Pradesh,Tawang,2150.25,Tawang,2456.65,2132.29,1.0,1.0
Arunachal Pradesh,Tirap,1092.79,Tirap,1174.6,1017.87,1.0,1.0
Arunachal Pradesh,Upper Siang,7016.28,Upper Siang,6701.55,6647.4,1.0,1.0
Arunachal Pradesh,Upper Subansiri,6411.72,Upper Subansiri,6482.53,6352.09,1.0,1.0
Arunachal Pradesh,West Kameng,7342.87,West Kameng,4916.45,4890.38,0.691994,1.0
Arunachal Pradesh,West Kameng,7342.87,East Kameng,4410.39,2176.71,0.308006,0.497236
Arunachal Pradesh,West Siang,7797.84,Shi Yomi,2617.5,2567.65,0.331302,1.0
Arunachal Pradesh,West Siang,7797.84,Siang,3450.89,1835.07,0.236778,0.562835
Arunachal Pradesh,West Siang,7797.84,West Siang,1333.43,1325.3,0.171003,1.0
Arunachal Pradesh,West Siang,7797.84,Lower Siang,1813.47,1262.54,0.162905,0.707374
Arunachal Pradesh,West Siang,7797.84,Lepa Rada,766.66,759.61,0.098012,1.0
Assam,Baksa,2393.64,Baksa,2673.2,2288.66,1.0,0.882295
Assam,Barpeta,2278.57,Barpeta,1878.14,1804.34,0.797958,1.0
Assam,Barpeta,2278.57,Bajali,345.8,327.04,0.144633,1.0
Assam,Barpeta,2278.57,Baksa,2673.2,129.81,0.057409,0.050044
Assam,Bongaigaon,1123.63,Bongaigaon,974.04,874.6,0.801782,1.0
Assam,Bongaigaon,1123.63,Chirang,2037.37,216.22,0.198218,0.106602
Assam,Cachar,3786.73,Cachar,3783.77,3744.92,1.0,1.0
Assam,Chirang,1188.91,Chirang,2037.37,1097.99,1.0,0.541335
Assam,Darrang,1599.23,Darrang,1359.57,1299.05,0.814995,1.0
Assam,Darrang,1599.23,Baksa,2673.2,175.51,0.110114,0.067662
Assam,Darrang,1599.23,Udalguri,2051.85,119.37,0.074891,0.059733
Assam,Dhemaji,2537.39,Dhemaji,2466.74,2408.63,1.0,1.0
Assam,Dhubri,2780.98,Dhubri,1572.64,1485.44,0.537877,1.0
Assam,Dhubri,2780.98,South Salmara Mancachar,683.59,650.23,0.235448,1.0
Assam,Dhubri,2780.98,Kokrajhar,3119.98,626.0,0.226675,0.202827
Assam,Dibrugarh,3391.89,Dibrugarh,3395.48,3331.54,1.0,1.0
Assam,Dima Hasao,4909.2,Dima Hasao,4883.75,4840.79,1.0,1.0
Assam,Goalpara,1900.99,Goalpara,1918.52,1867.4,1.0,1.0
Assam,Golaghat,3525.85,Golaghat,3518.28,3444.19,1.0,1.0
Assam,Hailakandi,1333.55,Hailakandi,1329.3,1314.58,1.0,1.0
Assam,Jorhat,2837.72,Jorhat,2050.93,2006.07,0.719902,1.0
Assam,Jorhat,2837.72,Majuli,788.72,780.52,0.280098,1.0
Assam,Kamrup,3304.87,Kamrup,3118.24,3083.97,1.0,1.0
Assam,Kamrup Metropolitan,796.68,Kamrup Metropolitan,960.81,787.08,1.0,1.0
Assam,Karbi Anglong,10426.65,Karbi Anglong,7325.08,7247.3,0.705876,1.0
Assam,Karbi Anglong,10426.65,West Karbi Anglong,3072.66,3019.81,0.294124,1.0
Assam,Karimganj,1833.05,Karimganj,1813.26,1809.69,1.0,1.0
Assam,Kokrajhar,3289.77,Kokrajhar,3119.98,2460.37,0.775052,0.797173
Assam,Kokrajhar,3289.77,Chirang,2037.37,714.09,0.224948,0.352063
Assam,Lakhimpur,2952.03,Lakhimpur,2995.31,2903.17,1.0,1.0
Assam,Morigaon,1553.64,Morigaon,1540.58,1493.0,1.0,1.0
Assam,Nagaon,3990.0,Nagaon,2577.31,2473.34,0.63325,1.0
Assam,Nagaon,3990.0,Hojai,1455.47,1432.45,0.36675,1.0
Assam,Nalbari,1075.99,Nalbari,1059.98,1039.06,1.0,1.0
Assam,Sivasagar,2633.55,Sivasagar,1568.58,1530.19,0.59198,1.0
Assam,Sivasagar,2633.55,Charaideo,1074.48,1054.68,0.40802,1.0
Assam,Sonitpur,5286.9,Sonitpur,3443.75,3410.38,0.659282,1.0
Assam,Sonitpur,5286.9,Biswanath,1785.25,1762.49,0.340718,1.0
Assam,Tinsukia,3793.08,Tinsukia,3809.58,3703.61,1.0,1.0
Assam,Udalguri,1967.93,Udalguri,2051.85,1879.02,1.0,0.940267
Bihar,Araria,2819.33,Araria,2790.36,2699.95,1.0,1.0
Bihar,Arwal,666.17,Arwal,637.77,608.88,1.0,1.0
Bihar,Banka,3091.43,Banka,3025.54,2996.61,1.0,1.0
Bihar,Begusarai,1939.31,Begusarai,1922.95,1869.3,1.0,1.0
Bihar,Bhagalpur,2560.36,Bhagalpur,2556.66,2515.57,1.0,1.0
Bihar,Bhojpur,2373.9,Bhojpur,2389.73,2327.09,1.0,1.0
Bihar,Buxar,1709.91,Buxar,1700.67,1657.49,1.0,1.0
Bihar,Darbhanga,2289.41,Darbhanga,2517.49,2192.92,1.0,0.902532
Bihar,Gaya,4965.55,Gaya,4968.53,4839.55,1.0,1.0
Bihar,Gopalganj,2040.93,Gopalganj,2036.45,1984.03,1.0,1.0
Bihar,Jamui,3083.04,Jamui,3101.18,3009.28,1.0,1.0
Bihar,Jehanabad,938.95,Jehanabad,937.71,887.75,1.0,1.0
Bihar,Kaimur,3350.78,Kaimur (bhabua),3369.46,3284.05,1.0,1.0
Bihar,Katihar,3062.28,Katihar,3043.93,2979.34,1.0,1.0
Bihar,Khagaria,1491.43,Khagaria,1492.45,1446.61,1.0,1.0
Bihar,Kishanganj,1934.27,Kishanganj,1929.15,1854.5,1.0,1.0
Bihar,Lakhisarai,1336.43,Lakhisarai,1220.75,1152.25,0.916244,1.0
Bihar,Lakhisarai,1336.43,Sheikhpura,678.56,105.33,0.083756,0.158048
Bihar,Madhepura,1838.29,Madhepura,1807.69,1745.62,1.0,1.0
Bihar,Madhubani,3441.45,Madhubani,3501.32,3356.44,1.0,1.0
Bihar,Munger,1369.68,Munger,1411.55,1320.3,1.0,1.0
Bihar,Muzaffarpur,3186.45,Muzaffarpur,3178.92,3103.57,1.0,1.0
Bihar,Nalanda,2337.11,Nalanda,2368.55,2294.14,1.0,0.985478
Bihar,Nawada,2485.76,Nawada,2491.64,2439.95,1.0,1.0
Bihar,Pashchim Champaran,5231.84,Pashchim Champaran,5229.66,5139.57,1.0,1.0
Bihar,Patna,3205.33,Patna,3195.08,3107.68,1.0,1.0
Bihar,Purba Champaran,3991.07,Purba Champaran,3971.97,3913.23,1.0,1.0
Bihar,Purnia,3245.98,Purnia,3229.45,3141.76,1.0,1.0
Bihar,Rohtas,3868.34,Rohtas,3846.66,3781.1,1.0,1.0
Bihar,Saharsa,1688.99,Saharsa,1668.35,1607.28,1.0,1.0
Bihar,Samastipur,2905.83,Samastipur,2673.75,2591.15,0.916258,1.0
Bihar,Samastipur,2905.83,Darbhanga,2517.49,236.82,0.083742,0.097468
Bihar,Saran,2645.24,Saran,2641.17,2595.29,1.0,1.0
Bihar,Sheikhpura,604.06,Sheikhpura,678.56,561.11,0.943176,0.841952
Bihar,Sheikhpura,604.06,Nalanda,2368.55,33.81,0.056824,0.014522
Bihar,Sheohar,574.58,Sheohar,444.52,422.76,0.764068,1.0
Bihar,Sheohar,574.58,Sitamarhi,2189.71,130.54,0.235932,0.061155
Bihar,Sitamarhi,2054.59,Sitamarhi,2189.71,2004.05,1.0,0.938845
Bihar,Siwan,2225.48,Siwan,2220.27,2174.05,1.0,1.0
Bihar,Supaul,2387.3,Supaul,2421.46,2273.44,1.0,1.0
Bihar,Vaishali,2009.62,Vaishali,2037.71,1971.9,1.0,1.0
Chandigarh,Chandigarh,118.12,Chandigarh,114.67,97.39,1.0,1.0
Chhattisgarh,Balod,2754.12,Balod,3369.01,2634.96,1.0,0.789843
Chhattisgarh,Baloda Bazar,4685.74,Baloda Bazar,4667.42,4584.86,1.0,1.0
Chhattisgarh,Balrampur,6331.26,Balrampur,6270.28,6125.23,1.0,1.0
Chhattisgarh,Bastar,5919.45,Bastar,5399.34,5238.0,0.944791,1.0
Chhattisgarh,Bastar,5919.45,Bijapur,9274.84,306.08,0.055209,0.033456
Chhattisgarh,Bemetara,2869.06,Bametara,2238.03,2194.29,0.782302,1.0
Chhattisgarh,Bemetara,2869.06,Janjgir - Champa,4489.24,610.62,0.217698,0.138918
Chhattisgarh,Bijapur,8793.26,Bijapur,9274.84,8630.84,1.0,0.943375
Chhattisgarh,Bilaspur,5554.74,Bilaspur,3543.99,3479.62,0.64026,1.0
Chhattisgarh,Bilaspur,5554.74,Gaurela-Pendra-Marwahi,1994.3,1955.08,0.35974,1.0
Chhattisgarh,Dantewada,2980.93,Dakshin Bastar Dantewada,2793.84,2666.02,0.926346,1.0
Chhattisgarh,Dantewada,2980.93,Bijapur,9274.84,211.97,0.073654,0.023169
Chhattisgarh,Dhamtari,4063.05,Dhamtari,4086.62,3985.91,1.0,1.0
Chhattisgarh,Durg,2989.79,Durg,2297.59,2242.17,0.761797,1.0
Chhattisgarh,Durg,2989.79,Balod,3369.01,701.09,0.238203,0.210157
Chhattisgarh,Gariaband,4229.53,Gariaband,4844.56,4096.23,1.0,0.870693
Chhattisgarh,Janjgir-Champa,3874.74,Janjgir - Champa,4489.24,3784.95,1.0,0.861082
Chhattisgarh,Jashpur,5823.46,Jashpur,5850.56,5758.73,1.0,1.0
Chhattisgarh,Kabeerdham,4222.27,Kabeerdham,4195.33,4126.53,1.0,1.0
Chhattisgarh,Kondagaon,5099.07,Kondagaon,5077.86,4936.47,1.0,1.0
Chhattisgarh,Korba,6609.35,Korba,6597.81,6516.99,1.0,1.0
Chhattisgarh,Koriya,6637.15,Koriya,6602.85,6516.13,1.0,1.0
Chhattisgarh,Mahasamund,4753.82,Mahasamund,4751.92,4644.35,1.0,1.0
Chhattisgarh,Mungeli,2784.53,Mungeli,2777.05,2707.61,1.0,1.0
Chhattisgarh,Narayanpur,3929.86,Narayanpur,3900.67,3676.22,1.0,1.0
Chhattisgarh,Raigarh,7084.1,Raigarh,7045.55,6936.6,1.0,1.0
Chhattisgarh,Raipur,3533.93,Raipur,2904.52,2861.5,0.82468,1.0
Chhattisgarh,Raipur,3533.93,Gariaband,4844.56,608.33,0.17532,0.129307
Chhattisgarh,Rajnandgaon,8065.6,Rajnandgaon,8070.49,7880.65,1.0,1.0
Chhattisgarh,Sukma,5250.6,Sukma,5478.75,5109.6,1.0,1.0
Chhattisgarh,Surajpur,5441.21,Surajpur,5454.99,5322.02,1.0,1.0
Chhattisgarh,Surguja,3993.57,Surguja,4005.88,3917.74,1.0,1.0
Chhattisgarh,Uttar Bastar Kanker,7157.45,Uttar Bastar Kanker,7190.73,6918.51,1.0,1.0
Dadra and Nagar Haveli,Dadra and Nagar Haveli,491.51,Dadra & Nagar Haveli,490.08,422.8,1.0,1.0
Daman and Diu,Daman,58.31,Daman,71.48,56.1,1.0,1.0
Daman and Diu,Diu,25.23,Diu,38.83,24.26,1.0,1.0
Goa,North Goa,1706.05,North Goa,1743.15,1652.28,1.0,1.0
Goa,South Goa,1989.68,South Goa,1953.82,1902.41,1.0,1.0
Gujarat,Ahmadabad,7734.38,Ahmadabad,7242.08,6687.46,0.891021,1.0
Gujarat,Ahmadabad,7734.38,Botad,2479.82,817.93,0.108979,0.346016
Gujarat,Amreli,7355.13,Amreli,7314.76,6940.03,1.0,1.0
Gujarat,Anand,2878.33,Anand,3174.39,2757.04,1.0,1.0
Gujarat,Aravalli,3252.42,Aravalli,3151.62,3080.8,1.0,1.0
Gujarat,Banas Kantha,10615.19,Banas Kantha,10763.4,10368.82,1.0,1.0
Gujarat,Bharuch,5434.55,Bharuch,4929.03,4805.73,1.0,1.0
Gujarat,Bhavnagar,6774.36,Bhavnagar,6763.36,6384.6,1.0,1.0
Gujarat,Botad,1620.6,Botad,2479.82,1545.92,1.0,0.653984
Gujarat,Chhota Udaipur,3685.96,Chota Udaipur,3456.85,3375.72,0.931707,1.0
Gujarat,Chhota Udaipur,3685.96,Narmada,2818.25,247.44,0.068293,0.090482
Gujarat,Dahod,3856.46,Dohad,3642.22,3269.68,0.858644,0.907261
Gujarat,Dahod,3856.46,Panch Mahals,3283.83,538.28,0.141356,0.170771
Gujarat,Devbhumi Dwarka,4560.24,Devbhumi Dwarka,4158.85,4078.64,1.0,1.0
Gujarat,Gandhinagar,1723.42,Gandhinagar,2102.77,1643.06,1.0,0.808145
Gujarat,Gir Somnath,1701.64,Gir Somnath,2644.38,1648.88,1.0,0.630559
Gujarat,Jamnagar,6705.07,Jamnagar,5917.2,5615.93,1.0,1.0
Gujarat,Junagadh,7028.4,Junagadh,6146.4,5785.45,0.856911,0.977413
Gujarat,Junagadh,7028.4,Gir Somnath,2644.38,966.07,0.143089,0.369441
Gujarat,Kachchh,42208.82,Kachchh,40698.06,39842.05,1.0,1.0
Gujarat,Kheda,3983.04,Kheda,3442.07,3308.4,0.854672,1.0
Gujarat,Kheda,3983.04,Mahisagar,2511.8,562.56,0.145328,0.227492
Gujarat,Mahesana,4388.29,Mahesana,4418.78,3889.5,0.908854,0.904716
Gujarat,Mahesana,4388.29,Gandhinagar,2102.77,390.06,0.091146,0.191855
Gujarat,Mahisagar,2335.4,Mahisagar,2511.8,1910.31,0.851095,0.772508
Gujarat,Mahisagar,2335.4,Dohad,3642.22,334.22,0.148905,0.092739
Gujarat,Morbi,4810.32,Morbi,4981.28,4492.87,1.0,1.0
Gujarat,Narmada,2568.39,Narmada,2818.25,2487.2,1.0,0.909518
Gujarat,Navsari,2183.36,Navsari,2204.69,2105.04,1.0,1.0
Gujarat,Panch Mahals,2677.03,Panch Mahals,3283.83,2613.77,1.0,0.829229
Gujarat,Patan,6012.48,Patan,5785.22,5487.93,0.930541,1.0
Gujarat,Patan,6012.48,Mahesana,4418.78,409.64,0.069459,0.095284
Gujarat,Porbandar,2310.59,Porbandar,2313.98,2058.44,0.939012,1.0
Gujarat,Porbandar,2310.59,Junagadh,6146.4,133.69,0.060988,0.022587
Gujarat,Rajkot,7606.3,Rajkot,7689.6,7159.39,1.0,1.0
Gujarat,Sabar Kantha,4187.69,Sabar Kantha,4253.18,4011.7,1.0,1.0
Gujarat,Surat,4397.94,Surat,4333.63,4197.8,1.0,1.0
Gujarat,Surendranagar,9202.6,Surendranagar,9175.34,8822.49,1.0,1.0
Gujarat,Tapi,3144.42,Tapi,3140.1,3003.3,1.0,1.0
Gujarat,The Dangs,1711.41,The Dangs,1767.7,1662.97,1.0,1.0
Gujarat,Vadodara,4052.47,Vadodara,4092.8,3926.21,1.0,1.0
Gujarat,Valsad,3013.96,Valsad,2949.44,2862.95,1.0,1.0
Haryana,Ambala,1752.97,Ambala,1513.88,1402.38,0.838263,1.0
Haryana,Ambala,1752.97,Panchkula,880.94,141.3,0.084463,0.173317
Haryana,Ambala,1752.97,Yamunanagar,1720.76,129.28,0.077273,0.078906
Haryana,Bhiwani,4635.3,Bhiwani,3291.18,3208.08,0.70766,1.0
Haryana,Bhiwani,4635.3,Charki Dadri,1383.6,1325.28,0.29234,1.0
Haryana,Faridabad,1257.6,Faridabad,743.33,714.73,0.585076,1.0
Haryana,Faridabad,1257.6,Palwal,1359.8,418.76,0.342798,0.321551
Haryana,Faridabad,1257.6,Nuh,1515.06,88.11,0.072127,0.060428
Haryana,Fatehabad,2399.77,Fatehabad,2527.62,2311.41,1.0,1.0
Haryana,Gurgaon,1285.37,Gurugram,1250.21,1177.02,0.942905,1.0
Haryana,Gurgaon,1285.37,Jhajjar,1858.77,71.27,0.057095,0.039209
Haryana,Hisar,4169.41,Hisar,4074.48,3939.33,1.0,1.0
Haryana,Jhajjar,2112.23,Jhajjar,1858.77,1746.43,0.873747,0.960791
Haryana,Jhajjar,2112.23,Rewari,1553.12,252.35,0.126253,0.171589
Haryana,Jind,2733.14,Jind,2730.21,2591.39,1.0,1.0
Haryana,Kaithal,2300.48,Kaithal,2274.46,2138.68,1.0,1.0
Haryana,Karnal,2584.62,Karnal,2477.41,2354.72,1.0,1.0
Haryana,Kurukshetra,1835.97,Kurukshetra,1676.27,1485.46,0.856426,1.0
Haryana,Kurukshetra,1835.97,Yamunanagar,1720.76,249.03,0.143574,0.152
Haryana,Mahendragarh,1936.67,Mahendragarh,1934.53,1844.44,1.0,1.0
Haryana,Mewat,1465.53,Nuh,1515.06,1370.0,1.0,0.939572
Haryana,Palwal,904.51,Palwal,1359.8,883.56,1.0,0.678449
Haryana,Panchkula,737.82,Panchkula,880.94,673.99,1.0,0.826683
Haryana,Panipat,1224.7,Panipat,1302.97,1180.36,1.0,1.0
Haryana,Rewari,1253.21,Rewari,1553.12,1218.33,1.0,0.828411
Haryana,Rohtak,1685.49,Rohtak,1668.56,1552.31,1.0,1.0
Haryana,Sirsa,4231.18,Sirsa,4272.34,4141.99,1.0,1.0
Haryana,Sonipat,2213.39,Sonipat,2180.09,2068.18,1.0,1.0
Haryana,Yamunanagar,1305.2,Yamunanagar,1720.76,1260.04,1.0,0.769094
Himachal Pradesh,Chamba,6460.6,Chamba,6513.7,6273.8,1.0,1.0
Himachal Pradesh,Kangra,5706.5,Kangra,5741.03,5513.52,1.0,1.0
Himachal Pradesh,Kinnaur,6455.84,Kinnaur,6502.47,6255.05,1.0,1.0
Himachal Pradesh,Kullu,5501.94,Kullu,5487.33,5327.74,1.0,1.0
Himachal Pradesh,Lahul & Spiti,13808.75,Lahul & Spiti,13957.45,13456.4,1.0,1.0
Himachal Pradesh,Mandi,3948.14,Mandi,3949.92,3824.17,1.0,1.0
Himachal Pradesh,Shimla,5132.07,Shimla,5124.78,4913.87,1.0,1.0
Himachal Pradesh,Sirmaur,2808.65,Sirmaur,2826.53,2695.82,1.0,1.0
Himachal Pradesh,Solan,1955.95,Solan,1935.81,1829.52,1.0,1.0
Himachal Pradesh,Una,1537.6,Una,1542.64,1451.88,1.0,1.0
Jammu and Kashmir,Anantnag,2702.58,Anantnag,2729.22,2577.39,1.0,1.0
Jammu and Kashmir,Badgam,1172.82,Badgam,1250.57,1143.34,1.0,0.968873
Jammu and Kashmir,Bandipore,2527.71,Bandipore,4045.59,2391.52,1.0,0.90563
Jammu and Kashmir,Baramulla,2391.94,Baramula,2063.36,1958.91,0.887142,1.0
Jammu and Kashmir,Baramulla,2391.94,Bandipore,4045.59,249.2,0.112858,0.09437
Jammu and Kashmir,Doda,2625.19,Doda,2409.77,2271.85,0.911716,1.0
Jammu and Kashmir,Doda,2625.19,Ramban,1289.2,219.99,0.088284,0.185155
Jammu and Kashmir,Ganderbal,1261.98,Ganderbal,1620.81,1184.05,1.0,0.784275
Jammu and Kashmir,Jammu,2148.97,Jammu,2411.67,2072.52,1.0,0.889762
Jammu and Kashmir,Kargil,14773.32,Kargil,14205.36,13328.91,0.939803,1.0
Jammu and Kashmir,Kargil,14773.32,Leh,154019.5,853.75,0.060197,0.01744
Jammu and Kashmir,Kathua,2617.97,Kathua,2501.92,2399.02,0.936271,1.0
Jammu and Kashmir,Kathua,2617.97,Samba,928.45,163.29,0.063729,0.185953
Jammu and Kashmir,Kishtwar,7670.3,Kishtwar,8176.59,7502.76,1.0,1.0
Jammu and Kashmir,Kulgam,1343.36,Kulgam,1265.7,1157.95,1.0,1.0
Jammu and Kashmir,Kupwara,2747.58,Kupwara,2745.57,2565.44,1.0,1.0
Jammu and Kashmir,Leh (Ladakh),49087.38,Leh,154019.5,48100.45,1.0,0.98256
Jammu and Kashmir,Poonch,1673.56,Punch,4246.75,1630.25,1.0,1.0
Jammu and Kashmir,Pulwama,733.86,Pulwama,897.13,700.61,1.0,0.791912
Jammu and Kashmir,Rajouri,2542.0,Rajouri,2637.3,2473.83,1.0,1.0
Jammu and Kashmir,Ramban,902.26,Ramban,1289.2,855.6,1.0,0.720116
Jammu and Kashmir,Reasi,2083.73,Reasi,1933.81,1768.18,0.875533,1.0
Jammu and Kashmir,Reasi,2083.73,Jammu,2411.67,138.81,0.068736,0.059595
Jammu and Kashmir,Reasi,2083.73,Ramban,1289.2,112.55,0.055731,0.094729
Jammu and Kashmir,Samba,843.62,Samba,928.45,714.85,0.858356,0.814047
Jammu and Kashmir,Samba,843.62,Jammu,2411.67,117.96,0.141644,0.050643
Jammu and Kashmir,Shupiyan,724.2,Shupiyan,505.93,476.83,0.683471,1.0
Jammu and Kashmir,Shupiyan,724.2,Pulwama,897.13,184.1,0.263878,0.208088
Jammu and Kashmir,Shupiyan,724.2,Badgam,1250.57,36.73,0.052651,0.031127
Jammu and Kashmir,Srinagar,627.75,Ganderbal,1620.81,325.69,0.553704,0.215725
Jammu and Kashmir,Srinagar,627.75,Srinagar,281.82,262.51,0.446296,1.0
Jammu and Kashmir,Udhampur,2458.07,Udhampur,2281.36,2223.51,1.0,1.0
Jharkhand,Bokaro,2869.89,Bokaro,2880.03,2710.63,1.0,1.0
Jharkhand,Chatra,3757.18,Chatra,3805.63,3602.78,1.0,1.0
Jharkhand,Deoghar,2440.97,Deoghar,2485.99,2398.33,1.0,1.0
Jharkhand,Dhanbad,2083.81,Dhanbad,2037.78,1982.04,1.0,1.0
Jharkhand,Dumka,3774.24,Dumka,3760.22,3696.73,1.0,1.0
Jharkhand,Garhwa,4078.33,Garhwa,4101.73,3965.72,1.0,1.0
Jharkhand,Giridih,4996.6,Giridih,4964.03,4880.12,1.0,1.0
Jharkhand,Godda,2241.97,Godda,2283.29,2222.88,1.0,1.0
Jharkhand,Gumla,5365.28,Gumla,5359.94,5254.57,1.0,1.0
Jharkhand,Hazaribagh,4817.14,Hazaribagh,4337.76,4208.35,0.935044,1.0
Jharkhand,Hazaribagh,4817.14,Kodarma,1638.58,292.35,0.064956,0.183952
